repo,file,total_ccn,max_ccn,function_count,total_nloc,n_revs,hotspot_score
posx-eume-store,src/components/print-button.tsx,27,10,8,101,2,54
posx-eume-store,src/pages/inventory/movements.tsx,18,7,9,124,3,54
posx-frido-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-frido-admin,src/hooks/api/analytics.tsx,18,15,2,45,3,54
posx-frido-b2b-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-frido-b2b-store,src/components/app/orders/order-report-cards.tsx,18,7,5,102,3,54
posx-frido-backend,src/workflows/cart/workflows/add-to-online-cart.ts,6,4,2,46,9,54
posx-frido-mobility-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-frido-store,src/components/app/petty-cash/petty-cash-filter.tsx,9,2,8,35,6,54
posx-frido-store,src/components/print-button.tsx,27,10,8,95,2,54
posx-frido-store,src/store/reducers/petty-cash.reducer.ts,27,1,27,109,2,54
posx-mokobara-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-mokobara-backend,src/workflows/order-return-and-exchange/steps/check-order-product-returnable-step-v2.ts,9,7,3,34,6,54
posx-mokobara-backend,src/workflows/order-return-and-exchange/steps/associate-exchanged-and-parent-order.ts,6,4,2,52,9,54
posx-mokobara-backend,src/workflows/order-return-and-exchange/steps/decrement-old-lines-step-v2.ts,9,4,4,49,6,54
posx-mokobara-backend,src/workflows/cms/steps/create-cms-step.ts,9,4,4,45,6,54
posx-mokobara-backend,src/api/admin/sales-target/import/route.ts,9,7,2,49,6,54
posx-mokobara-backend,src/api/admin/employee-target/import/route.ts,9,7,2,52,6,54
posx-mokobara-clearance-backend,src/lib/helpers/cart/transform.ts,18,9,3,51,3,54
posx-mokobara-store,src/components/print-button.tsx,27,10,8,95,2,54
posx-ugaoo-admin,src/components/data-grid/hooks/use-data-grid-cell-handlers.tsx,27,5,13,113,2,54
posx-ugaoo-admin,src/hooks/api/inventory.tsx,54,3,27,241,1,54
posx-ugaoo-admin,src/hooks/api/inventory-movements.tsx,18,15,3,38,3,54
posx-ugaoo-admin,src/hooks/api/footfall.tsx,18,15,3,34,3,54
posx-ugaoo-backend,tests/store-coupon/evaluate-per-assortment.unit.spec.ts,18,2,16,137,3,54
posx-ugaoo-backend,tests/lib/helpers/__tests__/bxgy-proportional-distribution.unit.spec.ts,54,11,33,281,1,54
posx-ugaoo-backend,tests/get-employee-max-discount.unit.spec.ts,27,3,21,130,2,54
posx-ugaoo-backend,tests/adsr-order-lifecycle.unit.spec.ts,27,7,16,482,2,54
posx-ugaoo-backend,src/types/validators/store-details.ts,6,3,2,16,9,54
posx-ugaoo-backend,src/workflows/cms/steps/add-expense-step.ts,18,15,2,57,3,54
posx-ugaoo-backend,src/api/admin/pos-device/[id]/route.ts,18,15,2,100,3,54
posx-ugaoo-backend,src/jobs/daily-failed-orders-summary.ts,27,12,11,343,2,54
posx-ugaoo-store,src/components/app/inventory/sku-request/sku-input-row.tsx,27,8,6,178,2,54
posx-ugaoo-store,src/components/primitives/dialog.tsx,18,6,12,132,3,54
posx-ugaoo-store,src/components/layouts/app/store-selector.tsx,9,4,4,56,6,54
posx-ugaoo-store,src/store/apis/configuration.request.ts,18,4,8,69,3,54
posx-ugaoo-store,src/store/reducers/auth.reducer.ts,18,1,18,73,3,54
posx-comet-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-demo-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-demo-store,src/store/apis/online-cart.request.ts,53,4,19,255,1,53
posx-eume-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-frido-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-frido-b2b-admin,src/routes/store-details/store-details-create/components/payment-create-form/payment-create-form.tsx,53,8,26,296,1,53
posx-frido-b2b-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-frido-mobility-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-frido-mobility-store,src/store/reducers/quotation.reducer.ts,53,5,38,235,1,53
posx-mokobara-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-mokobara-backend,src/workflows/exports/steps/generate-credit-note-export-csv-step.ts,53,51,2,75,1,53
posx-ugaoo-admin,src/routes/promotions/common/edit-rules/components/rules-form-field/rules-form-field.tsx,53,17,9,256,1,53
posx-comet-admin,src/providers/keybind-provider/hooks.tsx,26,5,15,282,2,52
posx-comet-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-comet-backend,src/api/admin/pos-inventory/job/route.ts,13,12,2,122,4,52
posx-comet-store,src/components/app/loss-of-sales/inventory-warning-dialog.tsx,13,4,6,118,4,52
posx-demo-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-demo-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-demo-store,src/components/exchange/OrderProductCard.tsx,52,25,17,230,1,52
posx-eume-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-eume-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-eume-store,src/components/app/home/employee-selector-v1.tsx,26,6,11,94,2,52
posx-eume-store,src/pages/online-orders/details/_layout.tsx,26,12,6,61,2,52
posx-eume-store,src/pages/cms/index.tsx,13,3,10,103,4,52
posx-eume-store,src/store/apis/grn.request.ts,26,3,14,84,2,52
posx-eume-store,src/store/middlewares/customer.middleware.ts,13,3,7,105,4,52
posx-frido-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-frido-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-frido-b2b-admin,src/components/layout/main-layout/main-layout.tsx,13,4,8,109,4,52
posx-frido-b2b-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-frido-b2b-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-frido-b2b-backend,src/api/admin/pos-inventory/store/route.ts,26,13,7,119,2,52
posx-frido-b2b-store,src/components/exchange/OrderProductCard.tsx,52,25,17,230,1,52
posx-frido-b2b-store,src/components/app/orders/orders-table.tsx,26,17,6,105,2,52
posx-frido-backend,src/api/admin/reconcile-gatepass/route.ts,26,8,9,116,2,52
posx-frido-backend,src/api/admin/pos-inventory/job/route.ts,13,12,2,122,4,52
posx-frido-mobility-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-frido-mobility-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-frido-mobility-admin,src/routes/quotations/quotation-list/components/use-quotation-table-query.tsx,52,30,7,324,1,52
posx-frido-mobility-store,src/components/exchange/OrderProductCard.tsx,52,25,17,230,1,52
posx-frido-mobility-store,src/components/app/home/employee-selector-v1.tsx,26,6,11,92,2,52
posx-frido-mobility-store,src/components/app/online-orders/payments/cash-form/index.tsx,26,9,8,111,2,52
posx-frido-store,src/components/app/home/employee-selector-v1.tsx,26,6,11,94,2,52
posx-frido-store,src/pages/cms/index.tsx,13,3,10,99,4,52
posx-mokobara-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-mokobara-admin,src/routes/store-details/store-list/components/use-store-details-table-query.tsx,52,30,7,320,1,52
posx-mokobara-admin,src/routes/permissions/permission-list/components/permission-list-table/permission-list-table.tsx,26,9,12,199,2,52
posx-mokobara-backend,src/scripts/backfill-inward-expectations.ts,52,39,6,133,1,52
posx-mokobara-backend,src/api/admin/freebie/[id]/route.ts,13,4,4,90,4,52
posx-mokobara-backend,src/jobs/daily-finance-export-report.ts,13,7,4,90,4,52
posx-mokobara-backend,src/modules/gift-voucher/__tests__/code-generator.unit.spec.ts,26,2,23,111,2,52
posx-mokobara-backend,src/modules/qwikcilver/utils/mask-card.ts,13,10,2,25,4,52
posx-mokobara-clearance-backend,src/workflows/cart/workflows/revalidate-cart.ts,13,4,5,76,4,52
posx-mokobara-store,src/libs/calculate-product-exchange-value.ts,26,6,12,57,2,52
posx-mokobara-store,src/components/app/order/steps/payment-details/qr-payment-form/index.tsx,26,9,7,131,2,52
posx-mokobara-store,src/components/app/product/cart-price-summary.tsx,13,13,1,32,4,52
posx-mokobara-store,src/store/apis/transaction.request.ts,26,4,12,117,2,52
posx-ugaoo-admin,src/components/layout/nav-item/nav-item.tsx,26,5,12,89,2,52
posx-ugaoo-admin,src/routes/products/product-stock/components/product-stock-form/product-stock-form.tsx,52,27,13,177,1,52
posx-ugaoo-admin,src/routes/inventory/inventory-detail/components/manage-locations/components/manage-locations-form.tsx,26,6,14,160,2,52
posx-ugaoo-admin,src/routes/orders/order-detail/components/order-active-edit-section/order-active-edit-section.tsx,26,9,9,148,2,52
posx-ugaoo-backend,src/workflows/cart/steps/get-sku-from-unicommerce-step.ts,13,13,1,80,4,52
posx-ugaoo-backend,src/workflows/payment-detail/steps/get-all-payment-by-orderid-step.ts,13,3,6,61,4,52
posx-ugaoo-backend,src/api/admin/pos-inventory/import/route.ts,13,13,1,85,4,52
posx-ugaoo-store,src/components/app/order/delete-order-confirmation.tsx,13,7,3,81,4,52
posx-ugaoo-store,src/components/app/payments/shared/cancel-transaction-request.tsx,13,7,5,98,4,52
posx-ugaoo-store,src/components/layouts/app/sidebar.tsx,4,2,3,28,13,52
posx-comet-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-comet-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-comet-backend,src/workflows/gift-card/steps/create-pending-gift-card-entry-step.ts,17,15,2,121,3,51
posx-demo-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-demo-admin,src/routes/store-coupons/store-list/components/use-store-coupon-table-query.tsx,51,30,7,289,1,51
posx-demo-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-demo-store,src/store/apis/cart.request.ts,51,3,18,186,1,51
posx-eume-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-eume-admin,src/routes/store-coupons/store-list/components/use-store-coupon-table-query.tsx,51,30,7,289,1,51
posx-eume-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-eume-backend,src/jobs/change-returnable-status-of-order.ts,17,12,6,166,3,51
posx-frido-admin,src/routes/freebies/freebies-detail/freebies-detail.tsx,17,12,3,89,3,51
posx-frido-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-frido-admin,src/routes/campaign-coupons/campaign-list/components/use-campaign-coupon-table-query.tsx,51,30,7,289,1,51
posx-frido-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-frido-b2b-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-frido-b2b-admin,src/routes/campaign-coupons/campaign-list/components/use-campaign-coupon-table-query.tsx,51,30,7,289,1,51
posx-frido-b2b-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-frido-b2b-backend,src/workflows/shopify-product/steps/validate-product-for-pos-system-step.ts,17,15,3,111,3,51
posx-frido-b2b-store,src/components/app/home/custom-discount/index.tsx,51,27,9,169,1,51
posx-frido-backend,src/workflows/order-return-and-exchange/steps/check-order-product-returnable-step.ts,17,12,6,71,3,51
posx-frido-mobility-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-frido-mobility-admin,src/routes/campaign-coupons/campaign-list/components/use-campaign-coupon-table-query.tsx,51,30,7,289,1,51
posx-frido-mobility-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-frido-mobility-store,src/components/app/order/steps/payment-details/cash-form/index.tsx,17,9,6,98,3,51
posx-frido-mobility-store,src/components/app/home/custom-discount/index.tsx,51,27,9,169,1,51
posx-frido-store,src/components/app/fallback-orders/fallback-orders-table.tsx,17,11,5,67,3,51
posx-frido-store,src/store/reducers/report.reducer.ts,17,1,17,61,3,51
posx-mokobara-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-mokobara-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-mokobara-backend,src/modules/razorpay-pos/service.ts,17,7,8,122,3,51
posx-mokobara-store,src/store/reducers/cms.reducer.ts,17,1,17,65,3,51
posx-ugaoo-admin,src/routes/products/product-create/utils.ts,51,20,17,122,1,51
posx-ugaoo-admin,src/routes/orders/order-allocate-items/components/order-create-fulfillment-form/order-allocate-items-item.tsx,51,23,10,273,1,51
posx-ugaoo-backend,src/types/validators/cms.ts,3,2,2,7,17,51
posx-ugaoo-backend,src/lib/helpers/resolve-assortment-items.ts,17,8,5,65,3,51
posx-ugaoo-backend,src/lib/helpers/get-employee-max-discount.ts,17,8,4,68,3,51
posx-comet-admin,src/routes/products/product-create-variant/components/create-product-variant-form/create-product-variant-form.tsx,50,8,21,295,1,50
posx-comet-backend,src/workflows/loss-of-sales/steps/check-product-inventory-step.ts,25,24,2,98,2,50
posx-comet-backend,src/scripts/report-gatepass-status-mismatch.ts,25,24,2,135,2,50
posx-comet-backend,src/api/seed/route.ts,25,20,6,570,2,50
posx-comet-backend,src/api/admin/shopify-collection/[id]/route.ts,10,10,1,63,5,50
posx-comet-backend,src/api/admin/loss-of-sales/route.ts,10,7,2,77,5,50
posx-demo-admin,src/routes/products/product-create-variant/components/create-product-variant-form/create-product-variant-form.tsx,50,8,21,295,1,50
posx-demo-backend,src/api/change-returnable/route.ts,25,11,9,213,2,50
posx-eume-admin,src/routes/products/product-create-variant/components/create-product-variant-form/create-product-variant-form.tsx,50,8,21,295,1,50
posx-eume-backend,src/workflows/order-return-and-exchange/steps/cancel-unicommerce-order-step.ts,10,4,5,45,5,50
posx-eume-backend,src/lib/helpers/return-approval/otp.ts,10,4,4,23,5,50
posx-eume-backend,src/api/change-returnable/route.ts,25,11,9,213,2,50
posx-eume-store,src/pages/footfalls/index.tsx,25,11,10,91,2,50
posx-eume-store,src/store/apis/transaction.request.ts,25,4,12,117,2,50
posx-frido-admin,src/routes/products/product-create-variant/components/create-product-variant-form/create-product-variant-form.tsx,50,8,21,295,1,50
posx-frido-admin,src/routes/store-details/store-detail/components/payment-integration-section.tsx,10,8,3,52,5,50
posx-frido-b2b-admin,src/routes/products/product-create-variant/components/create-product-variant-form/create-product-variant-form.tsx,50,8,21,295,1,50
posx-frido-b2b-backend,src/workflows/payment-detail/steps/verify-payment-details-step.ts,50,50,1,248,1,50
posx-frido-b2b-store,src/components/app/order/steps/payment-details/cash-form/index.tsx,25,10,6,111,2,50
posx-frido-b2b-store,src/components/app/order/steps/customer-details/index.tsx,50,5,27,464,1,50
posx-frido-b2b-store,src/store/middlewares/product.middleware.ts,25,22,3,47,2,50
posx-frido-backend,src/workflows/cart/steps/fetch-tectonic-volume-discounts-step.ts,10,5,5,39,5,50
