repo,file,total_ccn,max_ccn,function_count,total_nloc,n_revs,hotspot_score
posx-frido-mobility-admin,src/components/table/table-cells/region/countries-cell/countries-cell.tsx,7,4,4,26,1,7
posx-frido-mobility-admin,src/components/data-grid/components/data-grid-row-error-indicator.tsx,7,4,4,42,1,7
posx-frido-mobility-admin,src/components/data-grid/utils.ts,7,3,3,15,1,7
posx-frido-mobility-admin,src/hooks/table/columns/use-collection-table-columns.tsx,7,3,5,27,1,7
posx-frido-mobility-admin,src/hooks/api/workflow-executions.tsx,7,3,4,40,1,7
posx-frido-mobility-admin,src/hooks/api/fulfillment-providers.tsx,7,3,4,41,1,7
posx-frido-mobility-admin,src/hooks/use-command-history.tsx,7,2,5,45,1,7
posx-frido-mobility-admin,src/hooks/use-combined-refs.tsx,7,4,4,14,1,7
posx-frido-mobility-admin,src/lib/common.ts,7,4,3,19,1,7
posx-frido-mobility-admin,src/routes/price-lists/price-list-list/components/price-list-list-table/use-pricing-table-columns.tsx,7,1,7,35,1,7
posx-frido-mobility-admin,src/routes/sales-channels/sales-channel-detail/components/sales-channel-general-section/sales-channel-general-section.tsx,7,3,4,74,1,7
posx-frido-mobility-admin,src/routes/order-details/order-detail/components/customer-info-section.tsx,7,7,1,41,1,7
posx-frido-mobility-admin,src/routes/order-details/order-detail/components/basic-info-section.tsx,7,5,2,91,1,7
posx-frido-mobility-admin,src/routes/online-coupons/online-coupon-edit/components/edit-online-coupon-form/edit-online-coupon-form.tsx,7,3,5,124,1,7
posx-frido-mobility-admin,src/routes/api-key-management/common/utils.ts,7,4,3,44,1,7
posx-frido-mobility-admin,src/routes/api-key-management/api-key-management-list/components/api-key-management-list-table/api-key-management-list-table.tsx,7,5,3,73,1,7
posx-frido-mobility-admin,src/routes/customer-groups/customer-group-detail/components/customer-group-general-section/customer-group-general-section.tsx,7,3,4,72,1,7
posx-frido-mobility-admin,src/routes/return-reasons/return-reason-list/components/return-reason-list-table/return-reason-list-table.tsx,7,2,6,101,1,7
posx-frido-mobility-admin,src/routes/global-config/global-config-edit/components/edit-global-config-form/edit-global-config-form.tsx,7,3,5,104,1,7
posx-frido-mobility-admin,src/routes/promotions/promotion-detail/components/promotion-conditions-section/promotion-conditions-section.tsx,7,3,4,74,1,7
posx-frido-mobility-admin,src/routes/locations/location-service-zone-create/components/create-service-zone-form/create-service-zone-form.tsx,7,2,6,105,1,7
posx-frido-mobility-admin,src/routes/locations/location-detail/components/location-sales-channels-section/locations-sales-channels-section.tsx,7,6,2,53,1,7
posx-frido-mobility-admin,src/routes/inventory/inventory-detail/components/manage-locations/components/location-item.tsx,7,4,4,42,1,7
posx-frido-mobility-admin,src/routes/inventory/inventory-detail/breadcrumb.tsx,7,7,1,19,1,7
posx-frido-mobility-admin,src/routes/users/user-edit/components/edit-user-form/edit-user-form.tsx,7,3,5,76,1,7
posx-frido-mobility-admin,src/routes/campaign-coupons/coupon-detail/components/discount-info-section.tsx,7,7,1,42,1,7
posx-frido-mobility-admin,src/routes/quotations/quotation-detail/sections/basic-info-section.tsx,7,5,3,65,1,7
posx-frido-mobility-admin,src/routes/product-types/product-type-list/components/product-type-list-table/product-type-list-table.tsx,7,2,6,75,1,7
posx-frido-mobility-admin,src/routes/campaigns/campaign-configuration/components/campaign-configuration-form/campaign-configuration-form.tsx,7,3,5,83,1,7
posx-frido-mobility-admin,src/routes/orders/order-detail/components/order-summary-section/return-info-popover.tsx,7,5,3,66,1,7
posx-frido-mobility-admin,src/routes/orders/order-detail/components/order-activity-section/change-details-tooltip.tsx,7,5,3,55,1,7
posx-frido-mobility-admin,src/routes/product-tags/product-tag-list/loader.ts,7,3,4,25,1,7
posx-frido-mobility-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-province-section/tax-region-province-section.tsx,7,7,1,47,1,7
posx-frido-mobility-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-sublevel-alert/tax-region-sublevel-alert.tsx,7,5,3,48,1,7
posx-frido-mobility-admin,src/routes/tax-regions/tax-region-province-detail/breadcrumb.tsx,7,6,2,17,1,7
posx-frido-mobility-backend,src/workflows/online-order/steps/validate-order-product.ts,7,5,2,66,1,7
posx-frido-mobility-backend,src/workflows/cms/steps/create-cms-step.ts,7,3,4,42,1,7
posx-frido-mobility-backend,src/workflows/shopify-product/steps/update-medusa-product-step.ts,7,2,4,29,1,7
posx-frido-mobility-backend,src/api/admin/quotation/[id]/route.ts,7,3,3,98,1,7
posx-frido-mobility-backend,src/api/admin/quotation/route.ts,7,5,2,47,1,7
posx-frido-mobility-backend,src/api/admin/footfall/route.ts,7,5,2,37,1,7
posx-frido-mobility-backend,src/api/admin/store-details/[id]/route.ts,7,3,3,63,1,7
posx-frido-mobility-backend,src/api/admin/store-details/route.ts,7,5,2,52,1,7
posx-frido-mobility-backend,src/api/admin/global-config/[key]/route.ts,7,3,3,63,1,7
posx-frido-mobility-backend,src/api/admin/cms/route.ts,7,5,2,46,1,7
posx-frido-mobility-backend,src/api/admin/online-coupon/[id]/route.ts,7,3,3,73,1,7
posx-frido-mobility-backend,src/api/admin/online-coupon/route.ts,7,5,2,52,1,7
posx-frido-mobility-backend,src/api/admin/employee/route.ts,7,5,2,47,1,7
posx-frido-mobility-backend,src/api/admin/system-config/[key]/route.ts,7,3,3,63,1,7
posx-frido-mobility-backend,src/modules/freebie/service.ts,7,4,3,26,1,7
posx-frido-mobility-store,src/components/app/configurations/configurations-table.tsx,7,2,5,40,1,7
posx-frido-mobility-store,src/components/app/footfalls/footfalls-table.tsx,7,2,5,54,1,7
posx-frido-mobility-store,src/components/app/employees/employees-table.tsx,7,2,5,56,1,7
posx-frido-mobility-store,src/components/primitives/input.tsx,7,3,4,39,1,7
posx-frido-mobility-store,src/pages/stores/index.tsx,7,1,7,45,1,7
posx-frido-mobility-store,src/store/apis/quotation.request.ts,7,1,7,39,1,7
posx-frido-mobility-store,src/store/middlewares/cms.middleware.ts,7,2,4,57,1,7
posx-frido-mobility-store,src/store/middlewares/footfall.middleware.ts,7,4,3,60,1,7
posx-frido-mobility-store,src/store/actions/quotation.action.ts,7,1,7,41,1,7
posx-frido-store,src/components/app/fallback-orders/fallback-orders-report-cards.tsx,7,4,4,54,1,7
posx-frido-store,src/store/middlewares/cms.middleware.ts,7,2,4,57,1,7
posx-frido-store,src/store/middlewares/footfall.middleware.ts,7,4,3,60,1,7
posx-frido-store,src/store/reducers/analytics.reducer.ts,7,1,7,35,1,7
posx-kb,app/chat/page.tsx,7,6,2,38,1,7
posx-kb,app/api/feedback/route.ts,7,7,1,21,1,7
posx-kb,lib/users.ts,7,6,2,20,1,7
posx-mokobara-admin,tests/e2e/promotions/promotions.spec.js,7,3,4,15,1,7
posx-mokobara-admin,tests/e2e/inventory/inventory.spec.js,7,3,4,15,1,7
posx-mokobara-admin,tests/e2e/store/store.spec.js,7,3,4,15,1,7
posx-mokobara-admin,src/components/common/date-range-display/date-range-display.tsx,7,5,2,55,1,7
posx-mokobara-admin,src/components/table/table-cells/region/countries-cell/countries-cell.tsx,7,4,4,26,1,7
posx-mokobara-admin,src/components/data-grid/components/data-grid-row-error-indicator.tsx,7,4,4,42,1,7
posx-mokobara-admin,src/components/data-grid/utils.ts,7,3,3,15,1,7
posx-mokobara-admin,src/hooks/table/columns/use-collection-table-columns.tsx,7,3,5,27,1,7
posx-mokobara-admin,src/hooks/api/workflow-executions.tsx,7,3,4,40,1,7
posx-mokobara-admin,src/hooks/api/fulfillment-providers.tsx,7,3,4,41,1,7
posx-mokobara-admin,src/hooks/use-command-history.tsx,7,2,5,45,1,7
posx-mokobara-admin,src/hooks/use-combined-refs.tsx,7,4,4,14,1,7
posx-mokobara-admin,src/lib/api-error.ts,7,7,1,8,1,7
posx-mokobara-admin,src/lib/common.ts,7,4,3,19,1,7
posx-mokobara-admin,src/routes/price-lists/price-list-list/components/price-list-list-table/use-pricing-table-columns.tsx,7,1,7,35,1,7
posx-mokobara-admin,src/routes/sales-channels/sales-channel-detail/components/sales-channel-general-section/sales-channel-general-section.tsx,7,3,4,74,1,7
posx-mokobara-admin,src/routes/api-key-management/common/utils.ts,7,4,3,44,1,7
posx-mokobara-admin,src/routes/api-key-management/api-key-management-list/components/api-key-management-list-table/api-key-management-list-table.tsx,7,5,3,73,1,7
posx-mokobara-admin,src/routes/roles/role-list/components/use-role-table-query.tsx,7,7,1,21,1,7
posx-mokobara-admin,src/routes/customer-groups/customer-group-detail/components/customer-group-general-section/customer-group-general-section.tsx,7,3,4,72,1,7
posx-mokobara-admin,src/routes/return-reasons/return-reason-list/components/return-reason-list-table/return-reason-list-table.tsx,7,2,6,101,1,7
posx-mokobara-admin,src/routes/promotions/promotion-detail/components/promotion-conditions-section/promotion-conditions-section.tsx,7,3,4,74,1,7
posx-mokobara-admin,src/routes/locations/location-service-zone-create/components/create-service-zone-form/create-service-zone-form.tsx,7,2,6,105,1,7
posx-mokobara-admin,src/routes/locations/location-detail/components/location-sales-channels-section/locations-sales-channels-section.tsx,7,6,2,53,1,7
posx-mokobara-admin,src/routes/inventory/inventory-detail/components/manage-locations/components/location-item.tsx,7,4,4,42,1,7
posx-mokobara-admin,src/routes/inventory/inventory-detail/breadcrumb.tsx,7,7,1,19,1,7
posx-mokobara-admin,src/routes/users/user-edit/components/edit-user-form/edit-user-form.tsx,7,3,5,76,1,7
posx-mokobara-admin,src/routes/product-types/product-type-list/components/product-type-list-table/product-type-list-table.tsx,7,2,6,75,1,7
posx-mokobara-admin,src/routes/campaigns/campaign-configuration/components/campaign-configuration-form/campaign-configuration-form.tsx,7,3,5,83,1,7
posx-mokobara-admin,src/routes/orders/order-detail/components/order-summary-section/return-info-popover.tsx,7,5,3,66,1,7
posx-mokobara-admin,src/routes/orders/order-detail/components/order-activity-section/change-details-tooltip.tsx,7,5,3,55,1,7
posx-mokobara-admin,src/routes/product-tags/product-tag-list/loader.ts,7,3,4,25,1,7
posx-mokobara-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-province-section/tax-region-province-section.tsx,7,7,1,47,1,7
posx-mokobara-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-sublevel-alert/tax-region-sublevel-alert.tsx,7,5,3,48,1,7
posx-mokobara-admin,src/routes/tax-regions/tax-region-province-detail/breadcrumb.tsx,7,6,2,17,1,7
posx-mokobara-backend,knowledge-os/plans/create-uc-orders.mjs,7,2,6,91,1,7
posx-mokobara-backend,knowledge-os/plans/generate-validation-rfids.mjs,7,4,4,26,1,7
posx-mokobara-backend,src/workflows/shopify-customer/workflows/update-customer.ts,1,1,1,10,7,7
posx-mokobara-backend,src/scripts/preview-inwards-digest.ts,7,5,3,23,1,7
posx-mokobara-clearance-backend,src/workflows/shopify-product/steps/update-medusa-product-step.ts,7,2,4,37,1,7
posx-mokobara-clearance-backend,src/workflows/order-detail/steps/cancel-order-detail-step.ts,7,6,2,43,1,7
posx-mokobara-clearance-backend,src/api/admin/footfall/route.ts,7,5,2,37,1,7
posx-mokobara-clearance-backend,src/api/admin/store-details/[id]/route.ts,7,3,3,63,1,7
posx-mokobara-clearance-backend,src/api/admin/store-details/route.ts,7,5,2,52,1,7
posx-mokobara-clearance-backend,src/api/admin/global-config/[key]/route.ts,7,3,3,63,1,7
posx-mokobara-clearance-backend,src/api/admin/order-detail/route.ts,7,7,1,69,1,7
posx-mokobara-clearance-backend,src/api/admin/system-config/[key]/route.ts,7,3,3,63,1,7
posx-mokobara-store,src/libs/constants.ts,1,1,1,5,7,7
posx-mokobara-store,src/components/app/configurations/configurations-table.tsx,7,2,5,40,1,7
posx-mokobara-store,src/components/app/footfalls/footfalls-table.tsx,7,2,5,54,1,7
posx-mokobara-store,src/components/app/employees/employees-table.tsx,7,2,5,56,1,7
posx-mokobara-store,src/hooks/usePincodeAutofill.ts,7,4,4,35,1,7
posx-mokobara-store,src/store/middlewares/cms.middleware.ts,7,2,4,57,1,7
posx-mokobara-store,src/store/middlewares/footfall.middleware.ts,7,4,3,60,1,7
posx-ugaoo-admin,src/components/common/date-range-display/date-range-display.tsx,7,5,2,55,1,7
posx-ugaoo-admin,src/components/table/table-cells/region/countries-cell/countries-cell.tsx,7,4,4,26,1,7
posx-ugaoo-admin,src/components/data-grid/components/data-grid-row-error-indicator.tsx,7,4,4,42,1,7
posx-ugaoo-admin,src/components/data-grid/utils.ts,7,3,3,15,1,7
posx-ugaoo-admin,src/hooks/table/columns/use-collection-table-columns.tsx,7,3,5,27,1,7
posx-ugaoo-admin,src/hooks/api/workflow-executions.tsx,7,3,4,40,1,7
posx-ugaoo-admin,src/hooks/api/fulfillment-providers.tsx,7,3,4,41,1,7
posx-ugaoo-admin,src/hooks/use-command-history.tsx,7,2,5,45,1,7
posx-ugaoo-admin,src/lib/common.ts,7,4,3,19,1,7
posx-ugaoo-admin,src/routes/mop-report/mop-list/mop-list.tsx,7,3,4,52,1,7
posx-ugaoo-admin,src/routes/price-lists/price-list-list/components/price-list-list-table/use-pricing-table-columns.tsx,7,1,7,35,1,7
posx-ugaoo-admin,src/routes/sales-channels/sales-channel-detail/components/sales-channel-general-section/sales-channel-general-section.tsx,7,3,4,74,1,7
posx-ugaoo-admin,src/routes/api-key-management/common/utils.ts,7,4,3,44,1,7
posx-ugaoo-admin,src/routes/api-key-management/api-key-management-list/components/api-key-management-list-table/api-key-management-list-table.tsx,7,5,3,73,1,7
posx-ugaoo-admin,src/routes/customer-groups/customer-group-detail/components/customer-group-general-section/customer-group-general-section.tsx,7,3,4,72,1,7
posx-ugaoo-admin,src/routes/return-reasons/return-reason-list/components/return-reason-list-table/return-reason-list-table.tsx,7,2,6,101,1,7
posx-ugaoo-admin,src/routes/promotions/promotion-detail/components/promotion-conditions-section/promotion-conditions-section.tsx,7,3,4,74,1,7
posx-ugaoo-admin,src/routes/locations/location-service-zone-create/components/create-service-zone-form/create-service-zone-form.tsx,7,2,6,105,1,7
posx-ugaoo-admin,src/routes/locations/location-detail/components/location-sales-channels-section/locations-sales-channels-section.tsx,7,6,2,53,1,7
posx-ugaoo-admin,src/routes/inventory/inventory-detail/components/manage-locations/components/location-item.tsx,7,4,4,42,1,7
posx-ugaoo-admin,src/routes/inventory/inventory-detail/breadcrumb.tsx,7,7,1,19,1,7
posx-ugaoo-admin,src/routes/users/user-edit/components/edit-user-form/edit-user-form.tsx,7,3,5,76,1,7
posx-ugaoo-admin,src/routes/product-types/product-type-list/components/product-type-list-table/product-type-list-table.tsx,7,2,6,75,1,7
posx-ugaoo-admin,src/routes/campaigns/campaign-configuration/components/campaign-configuration-form/campaign-configuration-form.tsx,7,3,5,83,1,7
posx-ugaoo-admin,src/routes/orders/order-detail/components/order-summary-section/return-info-popover.tsx,7,5,3,66,1,7
posx-ugaoo-admin,src/routes/orders/order-detail/components/order-activity-section/change-details-tooltip.tsx,7,5,3,55,1,7
posx-ugaoo-admin,src/routes/product-tags/product-tag-list/loader.ts,7,3,4,25,1,7
posx-ugaoo-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-province-section/tax-region-province-section.tsx,7,7,1,47,1,7
posx-ugaoo-admin,src/routes/tax-regions/tax-region-detail/components/tax-region-sublevel-alert/tax-region-sublevel-alert.tsx,7,5,3,48,1,7
posx-ugaoo-admin,src/routes/tax-regions/tax-region-province-detail/breadcrumb.tsx,7,6,2,17,1,7
posx-ugaoo-backend,tests/recalculate-store-coupon-for-exchange-step.unit.spec.ts,7,3,3,109,1,7
posx-ugaoo-backend,src/workflows/footfall/steps/generate-footfall-csv-step.ts,7,5,2,40,1,7
posx-ugaoo-backend,src/workflows/store-coupon/steps/send-import-results-email-step.ts,7,5,2,52,1,7
posx-ugaoo-backend,src/workflows/cart/workflows/unified/change-item-type-pos-cart-workflow.ts,7,1,7,33,1,7
posx-ugaoo-backend,src/workflows/cart/workflows/unified/remove-from-pos-cart-workflow.ts,7,1,7,32,1,7
posx-ugaoo-backend,src/workflows/cart/workflows/unified/remove-online-coupon-pos-cart-workflow.ts,7,1,7,23,1,7
posx-ugaoo-backend,src/workflows/cart/workflows/unified/remove-custom-discount-pos-cart-workflow.ts,7,1,7,24,1,7
posx-ugaoo-backend,src/workflows/cart/workflows/unified/remove-store-coupon-pos-cart-workflow.ts,7,1,7,23,1,7
posx-ugaoo-backend,src/workflows/shopify-product/steps/update-medusa-product-step.ts,7,2,4,28,1,7
posx-ugaoo-backend,src/lib/helpers/assortment-subtotal-gate.ts,7,7,1,17,1,7
posx-ugaoo-backend,src/api/admin/footfall/route.ts,7,5,2,37,1,7
posx-ugaoo-backend,src/api/admin/global-config/[key]/route.ts,7,3,3,63,1,7
posx-ugaoo-backend,src/api/admin/system-config/[key]/route.ts,7,3,3,63,1,7
posx-ugaoo-backend,src/modules/store-coupon/models/store-coupon.ts,1,1,1,3,7,7
posx-ugaoo-backend,src/modules/order-detail/models/order-detail.ts,1,1,1,3,7,7
posx-ugaoo-store,src/components/app/order/steps/payment-details/pinelabs-offline-form/schema.ts,7,7,1,20,1,7
posx-ugaoo-store,src/store/middlewares/footfall.middleware.ts,7,4,3,60,1,7
posx-comet-admin,src/components/filters/text-filter-with-operator.tsx,6,3,3,53,1,6
posx-comet-admin,src/components/common/badge-list-summary/badge-list-summary.tsx,6,3,3,56,1,6
posx-comet-admin,src/components/common/user-link/user-link.tsx,6,4,2,27,1,6
posx-comet-admin,src/components/authentication/protected-route/protected-route.tsx,3,3,1,25,2,6
posx-comet-admin,src/components/data-grid/components/data-grid-number-cell.tsx,6,4,3,45,1,6
posx-comet-admin,src/hooks/table/filters/use-order-table-filters.tsx,6,3,4,136,1,6
posx-comet-admin,src/hooks/table/filters/use-customer-table-filters.tsx,6,4,3,53,1,6
posx-comet-admin,src/hooks/table/query/use-customer-table-query.tsx,6,6,1,33,1,6
posx-comet-admin,src/hooks/table/query/use-shipping-option-table-query.tsx,6,6,1,34,1,6
posx-comet-admin,src/routes/settings/settings.tsx,3,2,2,11,2,6
posx-comet-admin,src/routes/products/product-create/constants.ts,6,3,3,24,1,6
posx-comet-admin,src/routes/products/product-create-option/components/create-product-option-form/create-product-option-form.tsx,6,1,6,97,1,6
posx-comet-admin,src/routes/products/product-edit-option/components/edit-product-option-form/edit-product-option-form.tsx,6,1,6,98,1,6
posx-comet-admin,src/routes/products/product-create-variant/components/create-product-variant-form/details-tab.tsx,6,1,6,126,1,6
posx-comet-admin,src/routes/products/product-list/loader.ts,6,3,4,17,1,6
posx-comet-admin,src/routes/price-lists/price-list-edit/components/price-list-edit-form/edit-price-list-form.tsx,6,1,6,147,1,6
posx-comet-admin,src/routes/order-details/order-list/components/use-order-report-query.tsx,2,2,1,35,3,6
posx-comet-admin,src/routes/reservations/reservation-list/components/reservation-list-table/use-reservation-table-query.tsx,6,6,1,25,1,6
posx-comet-admin,src/routes/api-key-management/api-key-management-detail/api-key-management-detail.tsx,6,6,1,31,1,6
posx-comet-admin,src/routes/api-key-management/api-key-management-sales-channels/api-key-management-sales-channels.tsx,6,5,2,15,1,6
posx-comet-admin,src/routes/store-details/store-detail/components/address-section/address-section.tsx,6,6,1,39,1,6
posx-comet-admin,src/routes/store-details/store-detail/components/basic-info-section.tsx,6,6,1,50,1,6
posx-comet-admin,src/routes/store-details/store-details-create/components/address-create-form/address-create-form.tsx,2,1,2,50,3,6
posx-comet-admin,src/routes/customer-groups/customer-group-edit/components/edit-customer-group-form/edit-customer-group-form.tsx,6,2,5,69,1,6
posx-comet-admin,src/routes/return-reasons/return-reason-create/components/return-reason-create-form/return-reason-create-form.tsx,6,1,6,135,1,6
posx-comet-admin,src/routes/promotions/promotion-list/loader.ts,6,3,4,17,1,6
posx-comet-admin,src/routes/inventory/inventory-detail/components/location-levels-table/use-location-list-table-query.tsx,6,6,1,39,1,6
posx-comet-admin,src/routes/inventory/inventory-detail/components/manage-locations/manage-locations-drawer.tsx,6,6,1,24,1,6
posx-comet-admin,src/routes/shipping-profiles/shipping-profiles-list/components/shipping-profile-list-table/use-shipping-profile-table-query.tsx,6,6,1,26,1,6
posx-comet-admin,src/routes/product-types/product-type-detail/components/product-type-product-section/product-type-product-section.tsx,6,4,3,49,1,6
posx-comet-admin,src/routes/gift-card-top-up/gift-card-top-up-detail/components/transaction-info-section.tsx,6,3,2,49,1,6
posx-comet-admin,src/routes/orders/order-create-edit/components/add-order-edit-items-table/use-order-edit-item-table-query.tsx,6,6,1,21,1,6
posx-comet-admin,src/routes/orders/order-create-shipment/order-create-shipment.tsx,6,4,2,18,1,6
posx-comet-admin,src/routes/orders/order-create-claim/components/add-claim-outbound-items-table/add-claim-outbound-items-table.tsx,6,2,5,69,1,6
posx-comet-admin,src/routes/orders/order-create-claim/components/add-claim-outbound-items-table/use-claim-outbound-item-table-query.tsx,6,6,1,21,1,6
posx-comet-admin,src/routes/orders/order-create-exchange/components/add-exchange-outbound-items-table/use-exchange-outbound-item-table-query.tsx,6,6,1,21,1,6
posx-comet-admin,src/routes/orders/order-create-exchange/components/add-exchange-outbound-items-table/add-exchange-outbound-items-table.tsx,6,2,5,69,1,6
posx-comet-admin,src/routes/orders/order-create-exchange/components/add-exchange-inbound-items-table/use-exchange-item-table-query.tsx,6,6,1,21,1,6
posx-comet-admin,src/routes/orders/order-detail/components/order-summary-section/shipping-info-popover.tsx,6,6,1,30,1,6
posx-comet-admin,src/routes/collections/collection-create/components/create-collection-form/create-collection-form.tsx,6,1,6,97,1,6
posx-comet-admin,src/routes/tax-regions/common/components/tax-rate-line/tax-rate-line.tsx,6,5,2,62,1,6
posx-comet-admin,src/routes/store/common/hooks/use-currencies-table-columns.tsx,6,1,6,21,1,6
posx-comet-admin,src/fetchInterceptor.ts,3,3,1,9,2,6
posx-comet-backend,integration-tests/http/health.spec.ts,3,1,3,10,2,6
posx-comet-backend,src/workflows/online-order/workflows/check-if-item-is-sold.ts,3,1,3,21,2,6
posx-comet-backend,src/workflows/footfall/workflows/create-footfall.ts,1,1,1,12,6,6
posx-comet-backend,src/workflows/store-details/workflows/update-store-details.ts,1,1,1,4,6,6
posx-comet-backend,src/workflows/store-details/workflows/create-store-details.ts,1,1,1,4,6,6
posx-comet-backend,src/workflows/shopify-customer/steps/update-customer-step.ts,2,2,1,28,3,6
posx-comet-backend,src/workflows/s3-services/steps/store-file-to-s3-step.ts,2,2,1,26,3,6
posx-comet-backend,src/workflows/rbac-management/steps/retrieve-permission.ts,3,3,1,17,2,6
posx-comet-backend,src/workflows/rbac-management/steps/list-user-roles.ts,2,2,1,18,3,6
posx-comet-backend,src/workflows/rbac-management/steps/create-permission.ts,2,2,1,13,3,6
posx-comet-backend,src/workflows/rbac-management/steps/check-user-permission.ts,2,2,1,25,3,6
posx-comet-backend,src/workflows/exports/workflows/export-gift-cards-workflow.ts,2,1,2,41,3,6
posx-comet-backend,src/workflows/exports/workflows/stream-export-order-details-workflow.ts,3,1,3,37,2,6
posx-comet-backend,src/workflows/exports/steps/finalize-export-job-step.ts,3,2,2,21,2,6
posx-comet-backend,src/workflows/global-config/workflows/delete-global-config.ts,1,1,1,4,6,6
posx-comet-backend,src/workflows/cart/workflows/remove-promotional-coupon.ts,1,1,1,9,6,6
posx-comet-backend,src/workflows/order-detail/steps/generate-order-report-step.ts,2,2,1,22,3,6
posx-comet-backend,src/workflows/employee/steps/check-employee-existance-step.ts,3,3,1,22,2,6
posx-comet-backend,src/workflows/pos-inventory/steps/create-item-codes-step.ts,2,1,2,25,3,6
posx-comet-backend,src/workflows/pos-inventory/steps/get-gst-rates.ts,3,2,2,27,2,6
posx-comet-backend,src/workflows/featured-collections/steps/get-all-featured-collections-step.ts,3,3,1,40,2,6
posx-comet-backend,src/scripts/report-undischarged-return-gatepasses.ts,3,3,1,38,2,6
posx-comet-backend,src/lib/helpers/get-cart-count.ts,3,2,2,8,2,6
posx-comet-backend,src/lib/helpers/get-gst-info-by-hsn.ts,2,1,2,30,3,6
posx-comet-backend,src/lib/helpers/validate-min-product-quantity.ts,3,3,1,7,2,6
posx-comet-backend,src/api/datachannel/footfall/route.ts,2,2,1,34,3,6
posx-comet-backend,src/api/datachannel/cms/route.ts,2,2,1,38,3,6
posx-comet-backend,src/api/admin/online-order/[id]/confirm/route.ts,2,2,1,21,3,6
posx-comet-backend,src/api/admin/order-return-and-exchange/[id]/route.ts,2,2,1,27,3,6
posx-comet-backend,src/api/admin/cms/accumulation/[storeId]/route.ts,3,3,1,37,2,6
posx-comet-backend,src/api/admin/cms/[id]/route.ts,2,2,1,27,3,6
posx-comet-backend,src/api/admin/order-detail/[id]/receipt/route.ts,2,2,1,21,3,6
posx-comet-backend,src/api/admin/payment-details/refund/verify/route.ts,3,3,1,24,2,6
posx-comet-backend,src/api/admin/payment-details/refund/route.ts,3,3,1,24,2,6
posx-comet-backend,src/api/admin/featured-collections/route.ts,3,3,1,42,2,6
posx-comet-backend,src/api/backfill-gst/route.ts,6,6,1,40,1,6
posx-comet-backend,src/subscribers/online-order-order-confirmed.ts,3,3,1,26,2,6
posx-comet-backend,src/modules/store-details/migrations/Migration20250527000000.ts,2,1,2,6,3,6
posx-comet-backend,src/modules/order-detail/migrations/Migration20260113130639.ts,2,1,2,21,3,6
posx-comet-backend,src/modules/payment-details/migrations/Migration20260130093535.ts,2,1,2,8,3,6
posx-comet-backend,src/modules/payment-details/migrations/Migration20260704000000.ts,2,1,2,10,3,6
posx-comet-store,src/providers/side-effect.tsx,3,2,2,17,2,6
posx-comet-store,src/libs/format-amount.ts,3,3,1,10,2,6
posx-comet-store,src/components/app/orders/orders-filter.tsx,1,1,1,10,6,6
posx-comet-store,src/components/primitives/accordion.tsx,3,1,3,24,2,6
posx-comet-store,src/components/primitives/radio-group.tsx,2,1,2,31,3,6
posx-comet-store,src/components/primitives/toast.tsx,6,1,6,46,1,6
posx-comet-store,src/components/primitives/masked-gift-card-input.tsx,2,1,2,12,3,6
posx-comet-store,src/components/layouts/app/container.tsx,2,2,1,18,3,6
posx-comet-store,src/components/image-viewer.tsx,2,1,2,23,3,6
posx-comet-store,src/hooks/useGiftCardPermission.ts,3,2,2,23,2,6
posx-comet-store,src/hooks/useMediaQuery.ts,6,2,5,17,1,6
posx-comet-store,src/store/apis/pincode.request.ts,3,3,1,7,2,6
posx-comet-store,src/store/middlewares/pincode.middleware.ts,3,2,2,19,2,6
posx-comet-store,src/store/middlewares/featured-collection.middleware.ts,3,2,2,20,2,6
posx-comet-store,src/store/middlewares/configuration.middleware.ts,3,2,2,26,2,6
posx-comet-store,src/store/middlewares/store.middleware.ts,3,2,2,23,2,6
posx-demo-admin,src/components/filters/text-filter-with-operator.tsx,6,3,3,53,1,6
posx-demo-admin,src/components/common/section/section-row.tsx,6,6,1,31,1,6
posx-demo-admin,src/components/common/logo-box/avatar-box.tsx,3,3,1,23,2,6
posx-demo-admin,src/components/common/badge-list-summary/badge-list-summary.tsx,6,3,3,56,1,6
posx-demo-admin,src/components/common/user-link/user-link.tsx,6,4,2,27,1,6
posx-demo-admin,src/components/data-grid/components/data-grid-number-cell.tsx,6,4,3,45,1,6
posx-demo-admin,src/hooks/table/filters/use-order-table-filters.tsx,6,3,4,136,1,6
posx-demo-admin,src/hooks/table/filters/use-customer-table-filters.tsx,6,4,3,53,1,6
posx-demo-admin,src/hooks/table/query/use-customer-table-query.tsx,6,6,1,33,1,6
posx-demo-admin,src/hooks/table/query/use-shipping-option-table-query.tsx,6,6,1,34,1,6
posx-demo-admin,src/routes/products/product-create/constants.ts,6,3,3,24,1,6
posx-demo-admin,src/routes/products/product-create-option/components/create-product-option-form/create-product-option-form.tsx,6,1,6,97,1,6
posx-demo-admin,src/routes/products/product-edit-option/components/edit-product-option-form/edit-product-option-form.tsx,6,1,6,98,1,6
posx-demo-admin,src/routes/products/product-create-variant/components/create-product-variant-form/details-tab.tsx,6,1,6,126,1,6
